OBJECTID,Borough,Type,Provider,Remarks,SSID,Activated,Latitude,Longitude
1293,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.641982,-74.101869
1294,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.64382,-74.102404
1295,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.641797,-74.102002
1296,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.641963,-74.102026
1297,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.643782,-74.102245
1298,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.642339,-74.102688
1299,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.643167,-74.102285
1300,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.602349,-73.751402
1301,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.602349,-73.751402
1302,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.602349,-73.751402
1303,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.602349,-73.751402
1304,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.627089,-74.077292
1305,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.62686,-74.075848
1306,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.626579,-74.076173
1307,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1308,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1309,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1310,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1311,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1312,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793669,-73.936816
1313,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793305,-73.936759
1314,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.793748,-73.936242
1315,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.637317,-74.076763
1316,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.729564,-74.005462
1317,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.729564,-74.005462
1318,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.729564,-74.005462
1319,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.729564,-74.005462
1320,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.732142,-73.998629
1321,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.731863,-73.997778
1322,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.731351,-73.99684
1323,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.730975,-73.996079
1324,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.729856,-73.997476
1325,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.730394,-73.998476
1326,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.731844,-73.999042
1327,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.818499,-73.95969
1328,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.82059,-73.95969
1329,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.747454,-73.910588
1330,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.747518,-73.910576
1331,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.746238,-73.909415
1332,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.745691,-73.907408
1333,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.746853,-73.90888
1334,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.74745,-73.909532
1335,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.519237,-74.188231
1336,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.518167,-74.189765
1337,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.517283,-74.190996
1338,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.517045,-74.190323
1339,SI,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.517148,-74.189823
1340,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.694095,-73.821334
1341,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.694165,-73.822368
1342,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.695077,-73.822817
1343,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.694624,-73.820593
1344,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.695132,-73.820841
1345,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.71025,-73.99798
1346,MN,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.71025,-73.99798
1347,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.70389,-73.785705
1348,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.702982,-73.785122
1349,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.702057,-73.784529
1350,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.702707,-73.783594
1351,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.703373,-73.783924
1352,QU,Limited Free,SPECTRUM,3 free 10 min sessions,GuestWiFi,2099-01-01,40.704265,-73.784562
1353,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.598257,-74.00014
1354,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.5977,-74.00027
1355,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.597585,-74.001112
1356,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.597176,-74.000282
1357,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.597154,-73.999685
1358,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.597161,-74.001359
1359,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.59815,-74.001135
1360,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.87301,-73.871349
1361,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.85398,-73.870472
1362,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.657028,-73.903152
1363,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.657213,-73.901808
1364,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6567,-73.9028
1365,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6564,-73.9027
1366,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6561,-73.9025
1367,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6562,-73.90257
1368,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6561,-73.90276
1369,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6521,-73.90286
1370,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.6559,-73.90285
1371,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.842327,-73.909734
1372,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.841708,-73.909631
1373,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.84112,-73.90548
1374,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.8416,-73.9071
1375,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.84122,-73.90678
1376,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.8377,-73.90848
1377,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.83814,-73.90834
1378,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573739,-73.981894
1379,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573218,-73.981827
1380,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573218,-73.981826
1381,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.574278,-73.981996
1382,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.574582,-73.977901
1383,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.574915,-73.977867
1384,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.574062,-73.977982
1385,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573491,-73.977863
1386,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573527,-73.977563
1387,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573551,-73.977366
1388,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573551,-73.977366
1389,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573439,-73.978297
1390,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573432,-73.97851
1391,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573381,-73.978872
1392,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573384,-73.978937
1393,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573384,-73.978937
1394,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573428,-73.979853
1395,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.57341,-73.980344
1396,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573276,-73.979855
1397,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573266,-73.980012
1398,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573253,-73.980143
1399,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.573227,-73.980356
1400,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572784,-73.985629
1401,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572675,-73.985618
1402,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572675,-73.985618
1403,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572669,-73.985747
1404,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572669,-73.985747
1405,BK,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.572664,-73.986039
1406,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.83448,-73.897582
1407,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.834623,-73.898171
1408,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.835691,-73.900089
1409,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.83666,-73.894981
1410,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.837117,-73.89331
1411,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.837503,-73.894893
1412,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.837539,-73.893658
1413,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.837704,-73.890376
1414,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.838058,-73.893478
1415,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.838217,-73.893388
1416,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.838988,-73.888714
1417,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.838989,-73.888714
1418,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.839709,-73.887464
1419,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.83971,-73.887757
1420,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.839892,-73.89537
1421,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.840107,-73.895219
1422,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.840526,-73.895168
1423,BX,Limited Free,ALTICEUSA,3 free 10 min sessions,GuestWiFi,2099-01-01,40.840664,-73.898372
7685,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-09,40.703654,-73.942682
7686,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-11,40.832749,-73.941887
7687,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-08,40.748311,-73.878165
7688,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.822663,-73.949259
7689,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-04-02,40.761507,-73.924218
7690,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-10,40.767307,-73.922111
7691,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.80069,-73.961946
7692,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-23,40.745756,-73.984529
7693,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-15,40.723118,-74.008139
7694,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-10,40.72287,-74.00798
7695,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-30,40.746966,-73.889705
7696,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.846875,-73.935653
7697,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-25,40.694697,-73.847844
7698,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-04-04,40.736639,-73.993282
7699,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.731923,-73.985131
7700,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-03,40.747419,-73.993363
7701,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-07,40.739107,-73.99915
7702,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-15,40.744933,-73.991472
7703,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.736165,-73.982291
7704,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.807378,-73.917
7705,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-04,40.74749,-73.884689
7706,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-12-19,40.758818,-73.918494
7707,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.792379,-73.96801
7708,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-18,40.747667,-73.94142
7709,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.730767,-73.982847
7710,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.742828,-73.993003
7711,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-25,40.725291,-73.986842
7712,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-30,40.747059,-73.88882
7713,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-12,40.804399,-73.966328
7714,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-24,40.746711,-73.892145
7715,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-16,40.750458,-73.971893
7716,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-06,40.766952,-73.956465
7717,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.743097,-73.992812
7718,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-15,40.818029,-73.941924
7719,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-07,40.846623,-73.935833
7720,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-28,40.747627,-73.884644
7721,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.740513,-73.994393
7722,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.741515,-73.993963
7723,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-06,40.742548,-73.993209
7724,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-06,40.72922,-73.983979
7725,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-09,40.723807,-73.988224
7726,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.787698,-73.971413
7727,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-08,40.749112,-73.870624
7728,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-08,40.748878,-73.871463
8113,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-08,40.756944,-73.96407
8114,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-23,40.756073,-73.912975
8115,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-24,40.746707,-73.893448
8116,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.799472,-73.963183
8117,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-16,40.747391,-73.986183
8118,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-24,40.789445,-73.973867
8119,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.784096,-73.974049
8120,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.776573,-73.979051
8121,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-10-28,40.720188,-73.993068
8122,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-06,40.763845,-73.958734
8123,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.748842,-74.006704
8124,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.800405,-73.961891
8125,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-11-02,40.744847,-73.991677
8126,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-12-15,40.717168,-73.999079
8127,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-06-21,40.799528,-73.943527
8128,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.762921,-73.959715
8129,BK,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-12,40.681346,-73.994047
8130,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-10-09,40.767433,-73.922687
8131,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-05-23,40.76272,-73.926808
8132,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2099-01-01,40.738351,-74.005466
8133,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-01-09,40.716355,-73.991198
8134,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-02-20,40.856421,-73.928415
8135,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-09,40.691902,-73.863262
8136,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-01-16,40.692672,-73.857547
8137,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-11-10,40.734036,-73.991208
8138,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2018-03-01,40.852917,-73.930827
8139,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-07-21,40.69145,-73.866734
8140,BX,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-01,40.846646,-73.901392
8141,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-07,40.747451,-73.884987
8142,MN,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2016-10-20,40.802607,-73.956796
8143,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-08-24,40.74667,-73.89249
8144,QU,Free,LinkNYC - Citybridge,"Tablet Internet -phone , Free 1 GB Wi-FI Service",LinkNYC Free Wi-Fi,2017-09-08,40.748253,-73.878716
